INDEX_NO,PORT_NAME,COUNTRY,LATITUDE,LONGITUDE,geom_WKT
62160,OITA KO,JP,33.25,131.666667,"POLYGON ((131.42818339034417 33.049622827955304,131.42818339034417 33.45037717204468,131.90514994298914 33.45037717204468,131.90514994298914 33.049622827955304,131.42818339034417 33.049622827955304))"
62165,SAGANOSEKI KO,JP,33.25,131.866667,"POLYGON ((131.62818365886125 33.049622645921666,131.62818365886125 33.45037735407829,132.1051496744721 33.45037735407829,132.1051496744721 33.049622645921666,131.62818365886125 33.049622645921666))"
62170,TSUKUMI KO,JP,33.083333,131.866667,"POLYGON ((131.62863381115486 32.882950601315656,131.62863381115486 33.283716065351,132.1046995221785 33.283716065351,132.1046995221785 32.882950601315656,131.62863381115486 32.882950601315656))"
62175,SAIKI KO,JP,32.966667,131.933333,"POLYGON ((131.69561395894544 32.766280125901595,131.69561395894544 33.16705320743173,132.17105270772123 33.16705320743173,132.17105270772123 32.766280125901595,131.69561395894544 32.766280125901595))"
62190,HOSOSHIMA KO,JP,32.433333,131.666667,"POLYGON ((131.43035875548935 32.23293000307844,131.43035875548935 32.63373666358784,131.90297457784362 32.63373666358784,131.90297457784362 32.23293000307844,131.43035875548935 32.23293000307844))"
62220,KAGOSHIMA KO,JP,31.583333,130.566667,"POLYGON ((130.33252936890912 31.382903333077472,130.33252936890912 31.78376333358821,130.80080396442392 31.78376333358821,130.80080396442392 31.382903333077472,130.33252936890912 31.382903333077472))"
62224,SHIBUSHI WAN,JP,31.466667,131.1,"POLYGON ((130.86615503474133 31.26623236873127,130.86615503474133 31.667100964601676,131.33384496525878 31.667100964601676,131.33384496525878 31.26623236873127,130.86615503474133 31.26623236873127))"
62225,KIIRE,JP,31.383333,130.55,"POLYGON ((130.31635994967692 31.182897136543456,130.31635994967692 31.583769530122954,130.78364005032287 31.583769530122954,130.78364005032287 31.182897136543456,130.31635994967692 31.182897136543456))"
62250,MINAMATA KO,JP,32.2,130.383333,"POLYGON ((130.1476314318956 31.999588907033093,130.1476314318956 32.400411092966884,130.61903523477105 32.400411092966884,130.61903523477105 31.999588907033093,130.1476314318956 31.999588907033093))"
62255,YATSUSHIRO KO,JP,32.5,130.533333,"POLYGON ((130.29685203561968 32.29959898660833,130.29685203561968 32.70040101338971,130.7698146310463 32.70040101338971,130.7698146310463 32.29959898660833,130.29685203561968 32.29959898660833))"
62280,MISUMI KO,JP,32.6,130.466667,"POLYGON ((130.2299254205787 32.39960160604093,130.2299254205787 32.80039839395839,130.70340791275493 32.80039839395839,130.70340791275493 32.39960160604093,130.2299254205787 32.39960160604093))"
62290,MIIKE KO,JP,33,130.416667,"POLYGON ((130.1788606787607 32.79961436262446,130.1788606787607 33.20038563737567,130.65447265457254 33.20038563737567,130.65447265457254 32.79961436262446,130.1788606787607 32.79961436262446))"
62360,NAGASAKI,JP,32.716667,129.85,"POLYGON ((129.61294678379983 32.51627216623152,129.61294678379983 32.91706116710164,130.08705321620016 32.91706116710164,130.08705321620016 32.51627216623152,129.61294678379983 32.51627216623152))"
62380,SASEBO,JP,33.166667,129.716667,"POLYGON ((129.478408874651 32.966286757549156,129.478408874651 33.36704657578417,129.95492445868234 33.36704657578417,129.95492445868234 32.966286757549156,129.478408874651 32.966286757549156))"
62400,IMARI,JP,33.283333,129.883333,"POLYGON ((129.6447599704909 33.08295704347979,129.6447599704909 33.48370962318682,130.12190669617576 33.48370962318682,130.12190669617576 33.08295704347979,129.6447599704909 33.08295704347979))"
49970,MELAKA,MY,2.2,102.25,"POLYGON ((102.05021254409684 1.9990168181987615,102.05021254409684 2.4009831818012612,102.44978745590322 2.4009831818012612,102.44978745590322 1.9990168181987615,102.05021254409684 1.9990168181987615))"
49240,COLOMBO,LK,6.95,79.85,"POLYGON ((79.64889048744146 6.7490435614681,79.64889048744146 7.150956438531899,80.05110951255853 7.150956438531899,80.05110951255853 6.7490435614681,79.64889048744146 6.7490435614681))"
49250,GALLE HARBOR,LK,6.016667,80.216667,"POLYGON ((80.01592665566247 5.815702987209102,80.01592665566247 6.217630346124231,80.41740667767087 6.217630346124231,80.41740667767087 5.815702987209102,80.01592665566247 5.815702987209102))"
48450,BANDAR-E MAHSHAHR,IR,30.466667,49.183333,"POLYGON ((48.951913108237044 30.266201310650107,48.951913108237044 30.66713202268279,49.41475355842983 30.66713202268279,49.41475355842983 30.266201310650107,48.951913108237044 30.266201310650107))"
48460,BANDAR KHOMEYNI,IR,30.433333,49.083333,"POLYGON ((48.851991092433764 30.232866914806134,48.851991092433764 30.63379975186019,49.31467557423298 30.63379975186019,49.31467557423298 30.232866914806134,48.851991092433764 30.232866914806134))"
48465,KHARG ISLAND OIL TERMINAL,IR,29.233333,50.333333,"POLYGON ((50.10473879805654 29.03283071551339,50.10473879805654 29.433835951153206,50.56192786861018 29.433835951153206,50.56192786861018 29.03283071551339,50.10473879805654 29.03283071551339))"
48468,SIRUS OIL TERMINAL,IR,29.016667,49.483333,"POLYGON ((49.255217613663646 28.816158001987095,49.255217613663646 29.217175331346436,49.71144905300291 29.217175331346436,49.71144905300291 28.816158001987095,49.255217613663646 28.816158001987095))"
48470,BUSHEHR,IR,28.983333,50.833333,"POLYGON ((50.605288411169724 28.782823089518132,50.605288411169724 29.183843577148536,51.06137825549695 29.183843577148536,51.06137825549695 28.782823089518132,50.605288411169724 28.782823089518132))"
48480,JAZIREH-YE LAVAN OIL TERMINAL,IR,26.783333,53.333333,"POLYGON ((53.10985336316454 26.582759270760473,53.10985336316454 26.98390739590612,53.55681330350216 26.98390739590612,53.55681330350216 26.582759270760473,53.10985336316454 26.582759270760473))"
48530,JAZIREH-YE HORMOZ,IR,27.1,56.45,"POLYGON ((56.22589483510542 26.89943538828258,56.22589483510542 27.30056461171753,56.67410516489453 27.30056461171753,56.67410516489453 26.89943538828258,56.22589483510542 26.89943538828258))"
48535,JAZIREH-YE SIRRI,IR,25.9,54.55,"POLYGON ((54.32820858761748 25.699401932000402,54.32820858761748 26.1005980679997,54.77179141238257 26.1005980679997,54.77179141238257 25.699401932000402,54.32820858761748 25.699401932000402))"
48550,CHAH BAHAR,IR,25.266667,60.616667,"POLYGON ((60.396040253200816 25.06605088455889,60.396040253200816 25.46728244877432,60.83729308013242 25.46728244877432,60.83729308013242 25.06605088455889,60.396040253200816 25.06605088455889))"
48600,KARACHI,PK,24.783333,66.983333,"POLYGON ((66.76356940119145 24.582703483743693,66.76356940119145 24.98396318292292,67.20309726547522 24.98396318292292,67.20309726547522 24.582703483743693,66.76356940119145 24.582703483743693))"
48605,MUHAMAMAD BIN QASIM,PK,24.766667,67.35,"POLYGON ((67.13026633227625 24.566037078961894,67.13026633227625 24.967296254371288,67.5697336677238 24.967296254371288,67.5697336677238 24.566037078961894,67.13026633227625 24.566037078961894))"
48620,MANDVI,IN,22.833333,69.35,"POLYGON ((69.13349410213307 22.632653457961855,69.13349410213307 23.034013208704774,69.56650589786695 23.034013208704774,69.56650589786695 22.632653457961855,69.13349410213307 22.632653457961855))"
48670,OKHA,IN,22.466667,69.083333,"POLYGON ((68.8674030946278 22.265976789492115,68.8674030946278 22.667356543840924,69.29926357203897 22.667356543840924,69.29926357203897 22.265976789492115,68.8674030946278 22.265976789492115))"
31130,SCHIEDAM,NL,51.9,4.4,"POLYGON ((4.077135578705374 51.70025687121965,4.077135578705374 52.09974312878042,4.722864421294593 52.09974312878042,4.722864421294593 51.70025687121965,4.077135578705374 51.70025687121965))"
30460,THYBORON,DK,56.7,8.216667,"POLYGON ((7.85389955835759 56.500419823536355,7.85389955835759 56.89958017646379,8.579433774975719 56.89958017646379,8.579433774975719 56.500419823536355,7.85389955835759 56.500419823536355))"
29660,SAKSKOBING,DK,54.8,11.633333,"POLYGON ((11.287767404128095 54.60035675168937,11.287767404128095 54.999643248310754,11.97889926253861 54.999643248310754,11.97889926253861 54.60035675168937,11.287767404128095 54.60035675168937))"
29670,BANDHOLM,DK,54.833333,11.5,"POLYGON ((11.154149752327116 54.63368584330973,11.154149752327116 55.03298082335717,11.84585024767299 55.03298082335717,11.84585024767299 54.63368584330973,11.154149752327116 54.63368584330973))"
29700,NAKSKOV,DK,54.833333,11.133333,"POLYGON ((10.787490398469426 54.63369483062311,10.787490398469426 55.03297183604359,11.47917626819724 55.03297183604359,11.47917626819724 54.63369483062311,10.787490398469426 54.63369483062311))"
29710,RODBY HAVN,DK,54.65,11.35,"POLYGON ((11.005725166117331 54.450349138588514,11.005725166117331 54.84965086141184,11.694274833882568 54.84965086141184,11.694274833882568 54.450349138588514,11.005725166117331 54.450349138588514))"
29720,NYSTED,DK,54.666667,11.733333,"POLYGON ((11.388901728930168 54.46702182617551,11.388901728930168 54.866311507158045,12.077764937736543 54.866311507158045,12.077764937736543 54.46702182617551,11.388901728930168 54.46702182617551))"
29760,RUDKOBING,DK,54.95,10.716667,"POLYGON ((10.369814717927861 54.75036405252601,10.369814717927861 55.14963594747398,11.063518615405476 55.14963594747398,11.063518615405476 54.75036405252601,10.369814717927861 54.75036405252601))"
29790,MARSTAL,DK,54.916667,10.333333,"POLYGON ((9.986783442142778 54.71702511827007,9.986783442142778 55.116308215063285,10.679883224523879 55.116308215063285,10.679883224523879 54.71702511827007,9.986783442142778 54.71702511827007))"
29800,AEROSKOBING,DK,54.883333,10.416667,"POLYGON ((10.070406876170015 54.6836870786892,10.070406876170015 55.08297958797756,10.762926457163278 55.08297958797756,10.762926457163278 54.6836870786892,10.070406876170015 54.6836870786892))"
29830,SVENDBORG,DK,55.066667,10.616667,"POLYGON ((10.268806324336373 54.867031503438646,10.268806324336373 55.26630182989475,10.964527008996983 55.26630182989475,10.964527008996983 54.867031503438646,10.268806324336373 54.867031503438646))"
29860,NYBORG,DK,55.316667,10.8,"POLYGON ((10.449957018211018 55.117044435234746,10.449957018211018 55.51628889809865,11.150042981789005 55.51628889809865,11.150042981789005 55.117044435234746,10.449957018211018 55.117044435234746))"
29880,ODENSE,DK,55.416667,10.383333,"POLYGON ((10.032425397336535 55.21703907854204,10.032425397336535 55.61629425479155,10.734241269329939 55.61629425479155,10.734241269329939 55.21703907854204,10.032425397336535 55.21703907854204))"
29910,MIDDELFART,DK,55.5,9.733333,"POLYGON ((9.381668050789338 55.30038235565457,9.381668050789338 55.699617644346425,10.084998615877508 55.699617644346425,10.084998615877508 55.30038235565457,9.381668050789338 55.30038235565457))"
29930,ASSENS,DK,55.266667,9.883333,"POLYGON ((9.53373074528525 55.06704380938336,9.53373074528525 55.46628952395002,10.232935921381422 55.46628952395002,10.232935921381422 55.06704380938336,9.53373074528525 55.06704380938336))"
29940,FABORG,DK,55.1,10.25,"POLYGON ((9.901862527948461 54.9003673435895,9.901862527948461 55.2996326564105,10.598137472051535 55.2996326564105,10.598137472051535 54.9003673435895,9.901862527948461 54.9003673435895))"
30060,SONDERBORG,DK,54.916667,9.783333,"POLYGON ((9.43676867679941 54.717031043840336,9.43676867679941 55.11630228949299,10.12989798986726 55.11630228949299,10.12989798986726 54.717031043840336,9.43676867679941 54.717031043840336))"
30095,AUGUSTENBORG,DK,54.95,9.866667,"POLYGON ((9.519816230826093 54.75036659483858,9.519816230826093 55.149633405161396,10.213517102507241 55.149633405161396,10.213517102507241 54.75036659483858,9.519816230826093 54.75036659483858))"
30100,ABENRA,DK,55.05,9.433333,"POLYGON ((9.085637825088048 54.850358269859555,9.085637825088048 55.249641730140524,9.781028841578587 55.249641730140524,9.781028841578587 54.850358269859555,9.085637825088048 54.850358269859555))"
30105,ENSTED,DK,55.016667,9.433333,"POLYGON ((9.085926247056122 54.81702387047242,9.085926247056122 55.216309462861,9.780740419610513 55.216309462861,9.780740419610513 54.81702387047242,9.085926247056122 54.81702387047242))"
30120,HADERSLEV,DK,55.25,9.5,"POLYGON ((9.150542025834545 55.0503658247965,9.150542025834545 55.4496341752037,9.849457974165611 55.4496341752037,9.849457974165611 55.0503658247965,9.150542025834545 55.0503658247965))"
30160,KOLDING,DK,55.483333,9.5,"POLYGON ((9.148483055903867 55.28370657473513,9.148483055903867 55.68296009193201,9.851516944096666 55.68296009193201,9.851516944096666 55.28370657473513,9.148483055903867 55.28370657473513))"
30170,FREDERICIA,DK,55.566667,9.766667,"POLYGON ((9.41440521362601 55.367051943607855,9.41440521362601 55.766281389726025,10.118928119707414 55.766281389726025,10.118928119707414 55.367051943607855,9.41440521362601 55.367051943607855))"
30190,VEJLE,DK,55.716667,9.55,"POLYGON ((9.196387499714511 55.51704959636802,9.196387499714511 55.91628373696566,9.903612500285622 55.91628373696566,9.903612500285622 55.51704959636802,9.196387499714511 55.51704959636802))"
30230,HORSENS,DK,55.866667,9.85,"POLYGON ((9.495026347864068 55.66706306868666,9.495026347864068 56.066270264646704,10.204973652135932 56.066270264646704,10.204973652135932 55.66706306868666,9.495026347864068 55.66706306868666))"
30260,ARHUS,DK,56.15,10.216667,"POLYGON ((9.859095952085918 55.95040227993881,9.859095952085918 56.34959772006119,10.574237381247412 56.34959772006119,10.574237381247412 55.95040227993881,9.859095952085918 55.95040227993881))"
30285,STUDSTRUP,DK,56.25,10.35,"POLYGON ((9.991504549185134 56.0504003661044,9.991504549185134 56.44959963389567,10.70849545081482 56.44959963389567,10.70849545081482 56.0504003661044,9.991504549185134 56.0504003661044))"
30290,GRENAA HAVN,DK,56.416667,10.933333,"POLYGON ((10.57325935757504 56.21708150919731,10.57325935757504 56.61625182413615,11.293407309091641 56.61625182413615,11.293407309091641 56.21708150919731,10.57325935757504 56.21708150919731))"
30330,RANDERS,DK,56.466667,10.05,"POLYGON ((9.689456787130263 56.26708262799891,9.689456787130263 56.66625070533461,10.41054321286972 56.66625070533461,10.41054321286972 56.26708262799891,9.689456787130263 56.26708262799891))"
30340,HADSUND,DK,56.716667,10.116667,"POLYGON ((9.75373512320618 56.51708961650998,9.75373512320618 56.916243716823445,10.479598210127147 56.916243716823445,10.479598210127147 56.51708961650998,9.75373512320618 56.51708961650998))"
30350,MARIAGER,DK,56.65,9.983333,"POLYGON ((9.621039109720515 56.450422347349395,9.621039109720515 56.849577652650815,10.345627556946154 56.849577652650815,10.345627556946154 56.450422347349395,9.621039109720515 56.450422347349395))"
30360,HOBRO,DK,56.633333,9.8,"POLYGON ((9.437862212830112 56.43375369746404,9.437862212830112 56.832912969202894,10.162137787169936 56.832912969202894,10.162137787169936 56.43375369746404,9.437862212830112 56.43375369746404))"
30380,HALS,DK,56.983333,10.316667,"POLYGON ((9.951152056319247 56.7837582486611,9.951152056319247 57.18290841800561,10.68218127701408 57.18290841800561,10.68218127701408 56.7837582486611,9.951152056319247 56.7837582486611))"
30400,ALBORG,DK,57.05,9.933333,"POLYGON ((9.567150253491178 56.85043519435474,9.567150253491178 57.24956480564527,10.299516413175489 57.24956480564527,10.299516413175489 56.85043519435474,9.567150253491178 56.85043519435474))"
30430,FREDERIKSHAVN,DK,57.433333,10.55,"POLYGON ((10.179996913833683 57.233769933344966,10.179996913833683 57.63289673332205,10.920003086166663 57.63289673332205,10.920003086166663 57.233769933344966,10.179996913833683 57.233769933344966))"
30440,SKAGEN HAVN,DK,57.716667,10.6,"POLYGON ((10.227108664148876 57.51711446154352,10.227108664148876 57.91621887179013,10.97289133585122 57.91621887179013,10.97289133585122 57.51711446154352,10.227108664148876 57.51711446154352))"
15480,GOLFITO,CR,8.633333,-83.166667,"POLYGON ((-83.36857967903629 8.432393071093033,-83.36857967903629 8.834273595573086,-82.96475365429717 8.834273595573086,-82.96475365429717 8.432393071093033,-83.36857967903629 8.432393071093033))"
15490,PUERTO QUEPOS,CR,9.433333,-84.166667,"POLYGON ((-84.36902490883578 9.232401901708418,-84.36902490883578 9.634264764958456,-83.96430842449782 9.634264764958456,-83.96430842449782 9.232401901708418,-84.36902490883578 9.232401901708418))"
15500,PUERTO CALDERA,CR,9.916667,-84.716667,"POLYGON ((-84.9193160221922 9.715741447411396,-84.9193160221922 10.117591885921922,-84.51401731114113 10.117591885921922,-84.51401731114113 9.715741447411396,-84.9193160221922 9.715741447411396))"
15510,PUNTARENAS,CR,9.983333,-84.833333,"POLYGON ((-85.03602388097649 9.78240840327457,-85.03602388097649 10.184258263392092,-84.63064278569017 10.184258263392092,-84.63064278569017 9.78240840327457,-85.03602388097649 9.78240840327457))"
15545,PUERTO SANDINO,NI,12.183333,-86.766667,"POLYGON ((-86.97087742618545 11.982438132216739,-86.97087742618545 12.384228534449907,-86.56245590714788 12.384228534449907,-86.56245590714788 11.982438132216739,-86.97087742618545 11.982438132216739))"
3650,WALPOLE ISLAND,CA,42.616667,-82.516667,"POLYGON ((-82.78752879157858 42.41660371102646,-82.78752879157858 42.81672962230713,-82.24580454175486 42.81672962230713,-82.24580454175486 42.41660371102646,-82.78752879157858 42.41660371102646))"
3660,SOMBRA,CA,42.716667,-82.483333,"POLYGON ((-82.75463937107482 42.51660886180613,-82.75463937107482 42.91672447152754,-82.21202729559174 42.91672447152754,-82.21202729559174 42.51660886180613,-82.75463937107482 42.51660886180613))"
3150,SACKETS HARBOR,US,43.95,-76.116667,"POLYGON ((-76.3935200733556 43.74998767639576,-76.3935200733556 44.15001232360426,-75.83981325997772 44.15001232360426,-75.83981325997772 43.74998767639576,-76.3935200733556 43.74998767639576))"
3170,OSWEGO,US,43.466667,-76.516667,"POLYGON ((-76.79129266270458 43.26663314730262,-76.79129266270458 43.66670018603077,-76.24204067062878 43.66670018603077,-76.24204067062878 43.26663314730262,-76.79129266270458 43.26663314730262))"
2490,MASSON,CA,45.533333,-75.416667,"POLYGON ((-75.70117893366898 45.333374254940864,-75.70117893366898 45.73329241172604,-75.13215439966433 45.73329241172604,-75.13215439966433 45.333374254940864,-75.70117893366898 45.333374254940864))"
2510,GATINEAU,CA,45.483333,-75.65,"POLYGON ((-75.93425273097796 45.28337182651764,-75.93425273097796 45.68329484014906,-75.36574726902202 45.68329484014906,-75.36574726902202 45.28337182651764,-75.93425273097796 45.28337182651764))"
2520,OTTAWA,CA,45.433333,-75.7,"POLYGON ((-75.98400337158486 45.233370797216324,-75.98400337158486 45.63329586945031,-75.41599662841512 45.63329586945031,-75.41599662841512 45.233370797216324,-75.98400337158486 45.233370797216324))"
2530,HULL,CA,45.433333,-75.7,"POLYGON ((-75.98400337158486 45.233370797216324,-75.98400337158486 45.63329586945031,-75.41599662841512 45.63329586945031,-75.41599662841512 45.233370797216324,-75.98400337158486 45.233370797216324))"
2550,BEAUHARNOIS,CA,45.316667,-73.883333,"POLYGON ((-74.16675784947667 45.1167018555485,-74.16675784947667 45.51663147778481,-73.59990881719004 45.51663147778481,-73.59990881719004 45.1167018555485,-74.16675784947667 45.1167018555485))"
2560,COTEAU LANDING,CA,45.25,-74.2,"POLYGON ((-74.48309628262867 45.050033054239485,-74.48309628262867 45.449966945760515,-73.91690371737134 45.449966945760515,-73.91690371737134 45.050033054239485,-74.48309628262867 45.050033054239485))"
2570,ST ZOTIQUE,CA,45.25,-74.25,"POLYGON ((-74.53309645334554 45.050032753015564,-74.53309645334554 45.449967246984464,-73.96690354665446 45.449967246984464,-73.96690354665446 45.050032753015564,-74.53309645334554 45.050032753015564))"
2590,ST ANICET,CA,45.133333,-74.366667,"POLYGON ((-74.64918605098305 44.93336095397551,-74.64918605098305 45.33330571269123,-74.08414728235027 45.33330571269123,-74.08414728235027 44.93336095397551,-74.64918605098305 44.93336095397551))"
2600,SOUTH LANCASTER,CA,45.133333,-74.5,"POLYGON ((-74.78250828209998 44.933357014338256,-74.78250828209998 45.33330965232864,-74.21749171790013 45.33330965232864,-74.21749171790013 44.933357014338256,-74.78250828209998 44.933357014338256))"
2620,CORNWALL,CA,45.016667,-74.733333,"POLYGON ((-75.01527301904615 44.81668998328739,-75.01527301904615 45.21664335004597,-74.45139364762052 45.21664335004597,-74.45139364762052 44.81668998328739,-75.01527301904615 44.81668998328739))"
2670,CARDINAL,CA,44.783333,-75.383333,"POLYGON ((-75.66413996095582 44.58334854413086,-75.66413996095582 44.98331812253596,-75.1025267057108 44.98331812253596,-75.1025267057108 44.58334854413086,-75.66413996095582 44.58334854413086))"
2680,LOWER LAKES TERMINAL,CA,44.733333,-75.466667,"POLYGON ((-75.74723063378295 44.533345755195356,-75.74723063378295 44.933320911471625,-75.1861026995503 44.933320911471625,-75.1861026995503 44.533345755195356,-75.74723063378295 44.533345755195356))"
2700,BROCKVILLE,CA,44.583333,-75.666667,"POLYGON ((-75.94650019948824 44.38334067825288,-75.94650019948824 44.78332598841382,-75.3868331338451 44.78332598841382,-75.3868331338451 44.38334067825288,-75.94650019948824 44.38334067825288))"
2710,ROCKPORT,CA,44.383333,-75.933333,"POLYGON ((-76.21221725317265 44.18333601577638,-76.21221725317265 44.5833306508902,-75.65444941349402 44.5833306508902,-75.65444941349402 44.18333601577638,-76.21221725317265 44.18333601577638))"
2720,GANANOQUE,CA,44.333333,-76.166667,"POLYGON ((-76.44531600564986 44.133334349095584,-76.44531600564986 44.533332317571045,-75.88801732768349 44.533332317571045,-75.88801732768349 44.133334349095584,-76.44531600564986 44.133334349095584))"
2730,WOLFE ISLAND,CA,44.2,-76.433333,"POLYGON ((-76.71135473803662 43.99999432636415,-76.71135473803662 44.40000567363598,-76.15531192863 44.40000567363598,-76.15531192863 43.99999432636415,-76.71135473803662 43.99999432636415))"
2740,KINGSTON,CA,44.233333,-76.5,"POLYGON ((-76.7781679107971 44.033325983668114,-76.7781679107971 44.43334068299877,-76.22183208920305 44.43334068299877,-76.22183208920305 44.033325983668114,-76.7781679107971 44.033325983668114))"
2770,OGDENSBURG,US,44.7,-75.5,"POLYGON ((-75.78039214349876 44.500008689340504,-75.78039214349876 44.89999131065994,-75.21960785650138 44.89999131065994,-75.21960785650138 44.500008689340504,-75.78039214349876 44.500008689340504))"
2790,ALEXANDRIA BAY,US,44.333333,-75.916667,"POLYGON ((-76.19531383087487 44.13333418575901,-76.19531383087487 44.53333248090763,-75.63801950245848 44.53333248090763,-75.63801950245848 44.13333418575901,-76.19531383087487 44.13333418575901))"
2800,CLAYTON,US,44.233333,-76.05,"POLYGON ((-76.32817707987789 44.033331008240786,-76.32817707987789 44.43333565842587,-75.7718229201221 44.43333565842587,-75.7718229201221 44.033331008240786,-76.32817707987789 44.033331008240786))"
2830,MILLHAVEN,CA,44.2,-76.733333,"POLYGON ((-77.0113495762863 43.999994790718034,-77.0113495762863 44.40000520928197,-76.45531709038036 44.40000520928197,-76.45531709038036 43.999994790718034,-77.0113495762863 43.999994790718034))"
2880,PICTON,CA,44.016667,-77.133333,"POLYGON ((-77.41049686347263 43.81665665287711,-77.41049686347263 44.21667668045624,-76.85616980319405 44.21667668045624,-76.85616980319405 43.81665665287711,-77.41049686347263 43.81665665287711))"
2930,BELLEVILLE,CA,44.15,-77.4,"POLYGON ((-77.67778692094676 43.949992955394215,-77.67778692094676 44.350007044605896,-77.1222130790532 44.350007044605896,-77.1222130790532 43.949992955394215,-77.67778692094676 43.949992955394215))"
2940,TRENTON,CA,44.1,-77.566667,"POLYGON ((-77.84421096004242 43.89998913929239,-77.84421096004242 44.30001086070776,-77.28912237329097 44.30001086070776,-77.28912237329097 43.89998913929239,-77.84421096004242 43.89998913929239))"
2960,COBOURG,CA,43.95,-78.166667,"POLYGON ((-78.44352034997794 43.74998755570259,-78.44352034997794 44.15001244429743,-77.8898129833554 44.15001244429743,-77.8898129833554 43.74998755570259,-78.44352034997794 43.74998755570259))"
2970,PORT HOPE,CA,43.933333,-78.283333,"POLYGON ((-78.56011001588284 43.73331972453297,-78.56011001588284 44.13334694213372,-78.00655665078382 44.13334694213372,-78.00655665078382 43.73331972453297,-78.56011001588284 43.73331972453297))"
2980,OSHAWA,CA,43.866667,-78.816667,"POLYGON ((-79.09313067674248 43.66665053117858,-79.09313067674248 44.06668280215478,-78.54020265659085 44.06668280215478,-78.54020265659085 43.66665053117858,-79.09313067674248 43.66665053117858))"
2990,PORT WHITBY,CA,43.85,-78.933333,"POLYGON ((-79.20972183872351 43.649983949104765,-79.20972183872351 44.05001605089524,-78.65694482794316 44.05001605089524,-78.65694482794316 43.649983949104765,-79.20972183872351 43.649983949104765))"
3000,TORONTO,CA,43.616667,-79.383333,"POLYGON ((-79.65865131784588 43.41664117243555,-79.65865131784588 43.81669216089783,-79.10801534882077 43.81669216089783,-79.10801534882077 43.41664117243555,-79.65865131784588 43.41664117243555))"
3010,PORT CREDIT,CA,43.55,-79.583333,"POLYGON ((-79.85833893004924 43.34997027249501,-79.85833893004924 43.75002972750503,-79.30832773661744 43.75002972750503,-79.30832773661744 43.34997027249501,-79.85833893004924 43.34997027249501))"
3015,CLARKSON,CA,43.5,-79.6,"POLYGON ((-79.87477826461738 43.29996876444325,-79.87477826461738 43.70003123555658,-79.32522173538256 43.70003123555658,-79.32522173538256 43.29996876444325,-79.87477826461738 43.29996876444325))"
3020,OAKVILLE,CA,43.433333,-79.666667,"POLYGON ((-79.94114543226341 43.233300665623936,-79.94114543226341 43.63336600104265,-79.39218790106987 43.63336600104265,-79.39218790106987 43.233300665623936,-79.94114543226341 43.233300665623936))"
3030,BRONTE,CA,43.4,-79.716667,"POLYGON ((-79.99099620476991 43.19996669525343,-79.99099620476991 43.600033304746496,-79.4423371285634 43.600033304746496,-79.4423371285634 43.19996669525343,-79.99099620476991 43.19996669525343))"
3050,HAMILTON,CA,43.25,-79.85,"POLYGON ((-80.12365880365465 43.04996249543703,-80.12365880365465 43.45003750456294,-79.57634119634534 43.45003750456294,-79.57634119634534 43.04996249543703,-80.12365880365465 43.04996249543703))"
3060,PORT DALHOUSIE,CA,43.216667,-79.266667,"POLYGON ((-79.5401797091809 43.01662807812988,-79.5401797091809 43.41670525520346,-78.99315362415243 43.41670525520346,-78.99315362415243 43.01662807812988,-79.5401797091809 43.01662807812988))"
3070,PORT WELLER,CA,43.233333,-79.216667,"POLYGON ((-79.49025400716094 43.033295571101085,-79.49025400716094 43.433371095565555,-78.9430793261724 43.433371095565555,-78.9430793261724 43.033295571101085,-79.49025400716094 43.033295571101085))"
3090,WELLAND,CA,43,-79.25,"POLYGON ((-79.52255065403932 42.7999539136053,-79.52255065403932 43.200046086394714,-78.97744934596068 43.200046086394714,-78.97744934596068 42.7999539136053,-79.52255065403932 42.7999539136053))"
47460,TOLIARA,MG,-23.366667,43.666667,"POLYGON ((43.449304560817254 -23.56733808854313,43.449304560817254 -23.16599524478994,43.88402877251579 -23.16599524478994,43.88402877251579 -23.56733808854313,43.449304560817254 -23.56733808854313))"
47510,MANANJARY,MG,-21.25,48.333333,"POLYGON ((48.11922288586483 -21.450723564554732,48.11922288586483 -21.04927643544516,48.54744378080193 -21.04927643544516,48.54744378080193 -21.450723564554732,48.11922288586483 -21.450723564554732))"
47540,TOAMASINA,MG,-18.166667,49.416667,"POLYGON ((49.20662073832503 -18.36745818957128,49.20662073832503 -17.96587514376202,49.62671259500834 -17.96587514376202,49.62671259500834 -18.36745818957128,49.20662073832503 -18.36745818957128))"
47630,ANTSIRANANA,MG,-12.266667,49.283333,"POLYGON ((49.079059031021565 -12.467563332988535,49.079059031021565 -12.06577000034475,49.4876076356452 -12.06577000034475,49.4876076356452 -12.467563332988535,49.079059031021565 -12.467563332988535))"
56100,HONUAPO,US,19.083333,-155.55,"POLYGON ((-155.76117483751162 18.882565819859124,-155.76117483751162 19.28410084680759,-155.33882516248846 19.28410084680759,-155.33882516248846 18.882565819859124,-155.76117483751162 18.882565819859124))"
56110,MILOLII,US,19.183333,-155.9,"POLYGON ((-156.11130211381288 18.98256640888524,-156.11130211381288 19.384100257781405,-155.68869788618713 19.384100257781405,-155.68869788618713 18.98256640888524,-156.11130211381288 18.98256640888524))"
